Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
649,flat,red,broad,enlarging,paths,poisonous,2,orange,several,creosote,No,flaring,scaly,smooth,orange,brown,universal,white,0.6224691308957309,5/7/2023,5/1/2023,21,C
650,?,brown,narrow,enlarging,?,edible,3,brown,scattered,?,No,pendant,silky,smooth,white,white,partial,orange,1.1893604344228879,4/10/2023,4/2/2023,28,C
651,conical,red,broad,enlarging,leaves,edible,?,?,abundant,?,No,none,fibrous,scaly,orange,white,partial,brown,1.7546000427506931,4/12/2021,4/5/2021,10,C
652,flat,gray,narrow,enlarging,grasses,poisonous,2,orange,numerous,foul,Yes,none,scaly,smooth,brown,pink,universal,brown,4.898542846560003,4/5/2023,4/5/2023,16,C
?,conical,gray,narrow,enlarging,grasses,poisonous,6,black,solitary,creosote,No,none,smooth,scaly,gray,brown,universal,white,1.788542423727489,2/13/2023,2/4/2023,15,C
654,flat,yellow,narrow,tapering,urban,poisonous,9,brown,scattered,almond,No,?,silky,fibrous,brown,white,universal,yellow,1.8257268492380272,2/4/2023,2/2/2023,5,C
655,convex,red,?,tapering,?,poisonous,4,orange,several,?,Yes,flaring,?,silky,gray,white,partial,orange,3.2181927009731908,5/13/2023,5/5/2023,10,C
656,sunken,brown,narrow,tapering,woods,edible,9,yellow,numerous,anise,Yes,evanescent,smooth,smooth,brown,gray,?,white,2.3986954520229338,5/14/2023,5/5/2023,21,C
657,convex,yellow,narrow,enlarging,paths,poisonous,9,white,numerous,?,No,pendant,?,scaly,gray,orange,universal,white,4.047457009634814,2/3/2022,2/3/2022,8,C
658,convex,gray,broad,enlarging,urban,poisonous,3,black,abundant,foul,No,pendant,smooth,fibrous,?,pink,partial,orange,2.072626935929477,3/1/2023,3/1/2023,5,C
659,conical,yellow,narrow,tapering,grasses,poisonous,2,black,abundant,foul,Yes,none,silky,silky,pink,brown,universal,yellow,1.0347280028838555,1/10/2023,1/1/2023,4,C
660,sunken,brown,?,enlarging,leaves,poisonous,8,?,solitary,almond,Yes,evanescent,scaly,silky,pink,?,partial,yellow,4.491890909631362,2/8/2023,2/2/2023,27,C
661,sunken,white,broad,tapering,leaves,edible,7,brown,several,foul,Yes,none,?,silky,brown,gray,universal,white,?,1/6/2023,1/3/2023,0,C
662,flat,yellow,narrow,enlarging,paths,edible,5,brown,several,musty,No,pendant,silky,silky,orange,brown,partial,?,2.343152798672987,1/2/2023,1/1/2023,25,C
663,conical,yellow,broad,tapering,grasses,poisonous,9,?,numerous,musty,No,flaring,scaly,silky,brown,brown,partial,orange,4.114928437838577,1/5/2023,1/2/2023,5,C
664,sunken,brown,narrow,enlarging,urban,?,5,brown,solitary,foul,No,pendant,smooth,?,gray,orange,?,orange,1.1124641461195757,2/6/2021,2/1/2021,17,C
665,sunken,red,narrow,enlarging,woods,poisonous,7,brown,?,foul,No,flaring,fibrous,silky,pink,gray,universal,white,1.095408079441916,2/4/2022,2/2/2022,0,C
666,convex,brown,broad,enlarging,grasses,edible,8,brown,abundant,creosote,No,none,fibrous,smooth,brown,orange,universal,yellow,4.647181228399021,1/2/2023,1/1/2023,25,C
667,bell,?,?,enlarging,?,edible,4,yellow,abundant,creosote,No,pendant,fibrous,smooth,brown,brown,universal,brown,4.405151181170057,1/3/2023,1/1/2023,7,C
?,sunken,yellow,broad,tapering,?,edible,6,brown,several,creosote,?,flaring,fibrous,scaly,?,gray,partial,yellow,0.7794610995605269,5/12/2023,5/4/2023,11,C
?,bell,gray,broad,tapering,urban,edible,8,black,scattered,anise,No,flaring,scaly,silky,orange,orange,universal,yellow,4.738520153993776,5/8/2026,5/1/2026,28,C
670,convex,brown,broad,tapering,woods,poisonous,5,yellow,scattered,?,No,none,?,smooth,orange,brown,partial,white,2.5940028587505433,1/5/2023,1/5/2023,27,C
671,sunken,brown,broad,?,grasses,edible,3,yellow,solitary,almond,Yes,evanescent,fibrous,smooth,orange,pink,universal,brown,3.457538924254366,2/9/2023,2/1/2023,28,C
672,bell,yellow,narrow,tapering,paths,poisonous,?,brown,numerous,musty,No,none,smooth,scaly,brown,?,universal,?,2.0087954309567886,2/10/2023,2/5/2023,27,C
673,?,yellow,narrow,enlarging,grasses,edible,4,white,abundant,almond,Yes,evanescent,fibrous,silky,brown,pink,partial,white,1.6354543628772364,5/7/2023,5/1/2023,4,C
?,sunken,yellow,broad,tapering,woods,poisonous,4,brown,abundant,anise,Yes,flaring,silky,smooth,gray,orange,universal,brown,0.6361519761290431,2/8/2023,2/2/2023,2,C
675,bell,yellow,broad,enlarging,woods,?,3,orange,several,musty,No,none,smooth,silky,brown,white,partial,white,1.9223276291422682,2/4/2023,2/3/2023,26,C
676,sunken,red,broad,tapering,paths,edible,?,yellow,scattered,creosote,Yes,none,scaly,fibrous,pink,orange,universal,orange,1.5442951504857947,4/10/2023,4/2/2023,15,C
677,flat,white,broad,tapering,woods,edible,3,black,numerous,?,Yes,evanescent,scaly,silky,gray,orange,partial,yellow,2.204453137949515,4/6/2023,4/3/2023,26,C
678,?,white,narrow,tapering,urban,edible,9,yellow,several,?,?,pendant,smooth,scaly,white,gray,universal,brown,1.0909385135731737,5/11/2023,5/3/2023,5,C
679,conical,gray,broad,enlarging,leaves,?,1,orange,abundant,foul,Yes,evanescent,fibrous,scaly,orange,pink,partial,?,1.087413478812561,5/7/2023,5/1/2023,14,C
680,conical,gray,broad,enlarging,urban,poisonous,2,?,scattered,anise,Yes,pendant,fibrous,silky,pink,white,partial,brown,3.3604953785025646,2/11/2021,2/4/2021,26,C
681,sunken,brown,broad,tapering,grasses,edible,10,black,abundant,foul,No,none,silky,fibrous,pink,white,partial,white,1.847790793223128,5/10/2023,5/2/2023,23,C
682,conical,?,narrow,tapering,paths,poisonous,5,orange,several,anise,Yes,?,scaly,scaly,orange,orange,partial,yellow,1.6163410264094091,5/5/2020,5/5/2020,8,C
683,conical,white,narrow,enlarging,?,edible,5,orange,scattered,foul,Yes,pendant,?,?,gray,white,universal,brown,?,4/7/2023,4/4/2023,12,C
684,bell,gray,narrow,enlarging,urban,poisonous,3,orange,scattered,anise,Yes,?,scaly,silky,white,gray,universal,yellow,2.4799668291285544,4/5/2023,4/2/2023,22,C
685,flat,?,broad,enlarging,paths,poisonous,6,orange,abundant,anise,Yes,evanescent,smooth,scaly,orange,white,universal,yellow,3.5383427090434276,3/2/2023,3/1/2023,13,C
686,bell,gray,broad,tapering,grasses,poisonous,?,black,abundant,almond,Yes,?,smooth,fibrous,pink,brown,partial,white,4.137918237464754,5/7/2023,5/1/2023,22,C
687,convex,red,broad,enlarging,grasses,edible,?,black,scattered,anise,No,pendant,scaly,smooth,gray,brown,universal,brown,4.611157029327419,2/3/2023,2/1/2023,24,C
688,bell,brown,?,tapering,?,?,3,orange,numerous,anise,Yes,evanescent,fibrous,fibrous,gray,gray,universal,brown,?,3/3/2023,3/1/2023,21,C
689,bell,brown,narrow,enlarging,paths,poisonous,3,white,several,anise,Yes,pendant,scaly,scaly,?,?,universal,brown,4.587978949504054,3/9/2023,3/2/2023,4,C
690,flat,yellow,?,tapering,leaves,?,3,?,numerous,foul,Yes,pendant,scaly,smooth,?,white,partial,orange,0.803326006,4/4/2023,4/4/2023,19,C
691,sunken,red,broad,tapering,grasses,poisonous,6,brown,abundant,almond,Yes,flaring,silky,fibrous,brown,white,universal,orange,2.362353662854647,3/5/2023,3/4/2023,5,C
692,flat,brown,broad,enlarging,woods,?,7,black,numerous,almond,No,pendant,silky,fibrous,orange,gray,universal,white,3.4191507378874704,2/9/2023,2/2/2023,0,C
693,flat,yellow,broad,tapering,urban,edible,1,yellow,several,almond,No,pendant,scaly,scaly,brown,?,partial,white,1.779209661052612,5/6/2023,5/2/2023,9,C
694,flat,yellow,broad,enlarging,grasses,poisonous,7,yellow,abundant,foul,Yes,evanescent,fibrous,fibrous,pink,pink,universal,brown,2.5545571813354035,1/6/2023,1/3/2023,4,C
695,flat,red,broad,tapering,paths,poisonous,3,black,several,creosote,No,none,fibrous,scaly,orange,brown,partial,orange,4.434519943480549,3/9/2023,3/3/2023,3,C
696,conical,gray,broad,enlarging,paths,edible,10,white,several,foul,No,pendant,scaly,scaly,?,gray,universal,orange,?,1/2/2023,1/2/2023,14,C
697,?,brown,narrow,enlarging,leaves,edible,6,brown,scattered,foul,Yes,evanescent,smooth,fibrous,orange,orange,universal,yellow,4.377098432047826,2/4/2023,2/2/2023,28,C
698,conical,white,narrow,?,?,edible,4,black,scattered,musty,Yes,pendant,?,smooth,gray,pink,universal,yellow,4.099103351154758,3/5/2023,3/4/2023,26,C
699,bell,brown,broad,tapering,woods,edible,6,yellow,abundant,almond,No,none,scaly,scaly,gray,pink,universal,brown,0.9731292693709073,3/6/2020,3/1/2020,28,C
700,convex,?,narrow,enlarging,grasses,poisonous,1,brown,abundant,foul,Yes,pendant,fibrous,scaly,white,pink,partial,?,3.314945003719931,1/5/2023,1/1/2023,12,C
701,?,white,narrow,enlarging,urban,poisonous,7,orange,solitary,almond,Yes,none,silky,silky,pink,white,universal,brown,1.443681146548901,1/7/2023,1/4/2023,17,C
702,?,red,broad,enlarging,urban,edible,4,yellow,solitary,foul,No,none,scaly,fibrous,gray,gray,universal,orange,3.643378276858576,2/9/2023,2/3/2023,5,C
703,flat,yellow,narrow,tapering,paths,?,8,orange,solitary,anise,Yes,pendant,scaly,fibrous,brown,gray,universal,yellow,2.711942288654957,4/11/2023,4/2/2023,13,C
704,convex,gray,broad,tapering,grasses,edible,4,orange,?,almond,Yes,pendant,smooth,?,gray,?,partial,orange,4.313461719729276,3/12/2023,3/3/2023,12,C
705,flat,yellow,broad,enlarging,urban,edible,2,black,abundant,creosote,No,pendant,silky,fibrous,?,?,universal,orange,3.0092029762890546,5/5/2020,5/3/2020,12,C
706,bell,yellow,narrow,enlarging,leaves,poisonous,2,orange,?,anise,Yes,none,scaly,silky,orange,pink,universal,white,2.6972151505063344,4/10/2023,4/4/2023,26,C
707,conical,red,narrow,tapering,woods,edible,9,yellow,?,musty,Yes,evanescent,?,fibrous,gray,white,universal,brown,?,3/5/2023,3/5/2023,10,C
708,convex,brown,broad,enlarging,woods,poisonous,1,black,numerous,musty,Yes,evanescent,fibrous,?,brown,gray,partial,orange,?,1/8/2023,1/2/2023,13,C
709,flat,red,broad,?,grasses,poisonous,5,white,scattered,?,No,none,smooth,smooth,orange,brown,partial,yellow,2.2779177157050663,1/3/2023,1/3/2023,10,C
710,conical,white,narrow,tapering,leaves,?,7,?,numerous,almond,No,evanescent,silky,fibrous,orange,orange,partial,orange,0.8490841830914819,2/7/2023,2/5/2023,8,C
711,conical,white,?,enlarging,woods,edible,8,orange,abundant,creosote,Yes,evanescent,fibrous,scaly,orange,brown,partial,white,3.6362951283828924,4/5/2023,4/2/2023,13,C
712,?,red,narrow,enlarging,grasses,poisonous,5,yellow,several,creosote,No,none,silky,scaly,gray,pink,partial,white,1.8446345073001515,5/6/2022,5/1/2022,26,C
713,bell,white,broad,?,?,?,2,yellow,abundant,musty,Yes,evanescent,smooth,scaly,orange,white,universal,?,?,5/2/2023,5/1/2023,19,C
714,convex,red,narrow,tapering,grasses,edible,4,brown,several,foul,Yes,evanescent,fibrous,fibrous,?,?,partial,yellow,2.797956801883736,4/4/2023,4/2/2023,10,C
715,flat,gray,narrow,enlarging,leaves,edible,1,yellow,solitary,musty,No,?,?,silky,pink,pink,universal,brown,2.8111974619778204,1/8/2023,1/5/2023,21,C
716,?,?,broad,tapering,paths,poisonous,8,?,solitary,musty,No,none,scaly,?,white,?,partial,yellow,2.195190403926451,2/9/2023,2/3/2023,5,C
717,sunken,yellow,narrow,tapering,urban,poisonous,6,?,?,anise,No,?,scaly,?,brown,gray,universal,yellow,2.0913773212472933,5/5/2023,5/2/2023,26,C
718,convex,red,narrow,tapering,paths,edible,4,orange,several,almond,No,none,silky,fibrous,orange,pink,universal,white,1.9674655771920744,3/13/2023,3/5/2023,16,C
719,bell,white,narrow,tapering,urban,edible,9,brown,abundant,creosote,Yes,pendant,scaly,silky,pink,?,universal,brown,4.250213156149037,5/9/2023,5/3/2023,9,C
720,sunken,white,narrow,tapering,paths,poisonous,5,black,scattered,?,Yes,evanescent,fibrous,fibrous,orange,pink,partial,yellow,0.8595719289256927,5/10/2023,5/3/2023,6,C
?,bell,?,narrow,enlarging,leaves,poisonous,2,brown,scattered,almond,No,flaring,fibrous,?,pink,brown,?,brown,4.685415373215455,1/7/2023,1/1/2023,3,C
722,sunken,?,narrow,tapering,paths,?,9,orange,solitary,foul,Yes,pendant,fibrous,silky,gray,white,partial,orange,1.2436130667340337,3/6/2023,3/1/2023,4,C
723,bell,white,narrow,enlarging,?,edible,6,orange,solitary,musty,No,none,scaly,scaly,gray,gray,?,yellow,4.345314774508692,3/8/2023,3/4/2023,5,C
724,convex,?,broad,tapering,grasses,edible,3,white,scattered,almond,Yes,?,?,scaly,?,brown,partial,yellow,3.562978978083583,5/4/2020,5/3/2020,14,C
?,bell,?,narrow,tapering,woods,?,1,?,scattered,anise,Yes,flaring,?,silky,gray,pink,partial,?,1.2920926438543827,2/9/2023,2/4/2023,15,C
?,conical,white,narrow,enlarging,paths,?,2,yellow,solitary,musty,Yes,none,fibrous,scaly,orange,gray,universal,white,1.1277942235925733,1/11/2023,1/3/2023,0,C
727,?,gray,broad,enlarging,woods,edible,4,orange,scattered,?,?,none,smooth,scaly,white,?,universal,white,4.721637336694458,3/7/2023,3/2/2023,18,C
728,sunken,brown,broad,tapering,grasses,poisonous,?,?,abundant,anise,No,evanescent,fibrous,fibrous,pink,orange,universal,brown,4.616915900129643,5/6/2023,5/3/2023,27,C
729,bell,?,?,enlarging,woods,poisonous,3,?,several,almond,Yes,evanescent,silky,fibrous,pink,white,partial,orange,2.8549020899237547,4/9/2023,4/2/2023,15,C
730,bell,red,broad,tapering,grasses,edible,7,white,abundant,anise,Yes,flaring,silky,silky,gray,?,universal,orange,2.931325187649695,4/5/2023,4/2/2023,21,C
731,convex,red,?,enlarging,leaves,edible,1,yellow,scattered,foul,No,flaring,silky,silky,white,orange,universal,brown,2.44756077,4/12/2023,4/4/2023,27,C
?,flat,?,broad,tapering,woods,edible,9,black,solitary,?,No,none,fibrous,smooth,gray,brown,partial,brown,0.6867663011028979,3/3/2023,3/3/2023,26,C
733,?,yellow,broad,enlarging,leaves,poisonous,5,brown,scattered,musty,No,pendant,silky,scaly,pink,orange,universal,brown,4.663967333156203,4/5/2020,4/2/2020,5,C
?,bell,yellow,broad,enlarging,woods,edible,7,white,scattered,almond,Yes,none,silky,?,white,gray,partial,white,4.253814982513232,1/6/2023,1/5/2023,17,C
735,sunken,brown,?,?,paths,poisonous,4,orange,numerous,?,No,none,fibrous,fibrous,orange,pink,universal,white,3.260537406252995,1/9/2023,1/5/2023,10,C
736,?,brown,broad,enlarging,?,poisonous,10,brown,solitary,creosote,No,evanescent,?,scaly,orange,?,universal,white,2.255509743,3/3/2023,3/2/2023,4,C
737,convex,gray,?,enlarging,grasses,edible,8,?,abundant,anise,Yes,pendant,smooth,smooth,brown,brown,?,orange,4.650541113439059,2/7/2023,2/2/2023,27,C
738,bell,brown,narrow,enlarging,leaves,poisonous,6,yellow,scattered,foul,Yes,evanescent,fibrous,fibrous,white,orange,partial,?,3.225742927691896,3/8/2023,3/3/2023,11,C
739,?,yellow,broad,tapering,grasses,edible,7,yellow,abundant,creosote,No,evanescent,smooth,silky,white,gray,universal,brown,3.9253092996457974,5/4/2023,5/3/2023,11,C
740,conical,yellow,broad,enlarging,urban,edible,2,yellow,numerous,foul,No,pendant,scaly,silky,orange,white,universal,?,1.2902140313078156,2/9/2023,2/4/2023,1,C
741,sunken,red,broad,?,leaves,poisonous,6,yellow,solitary,almond,Yes,flaring,silky,scaly,orange,brown,?,brown,2.756756883170649,3/5/2020,3/4/2020,1,C
742,flat,white,narrow,tapering,paths,edible,?,brown,solitary,almond,Yes,flaring,fibrous,silky,gray,white,partial,brown,1.203435968,1/4/2023,1/3/2023,26,C
743,conical,yellow,narrow,enlarging,woods,edible,8,white,several,?,Yes,flaring,smooth,fibrous,gray,gray,?,orange,3.617055742,1/6/2023,1/2/2023,19,C
?,sunken,red,narrow,tapering,grasses,?,1,white,several,?,No,?,fibrous,fibrous,brown,gray,universal,brown,2.8967704769646234,4/6/2023,4/5/2023,28,C
745,conical,white,broad,enlarging,urban,poisonous,6,brown,scattered,almond,No,flaring,fibrous,silky,orange,brown,partial,yellow,1.7895131373445228,4/12/2023,4/4/2023,13,C
746,convex,white,narrow,tapering,urban,edible,?,yellow,several,almond,Yes,none,silky,scaly,orange,orange,partial,brown,4.475427476,5/8/2023,5/2/2023,9,C
747,bell,gray,narrow,enlarging,woods,edible,5,white,numerous,foul,Yes,pendant,scaly,fibrous,pink,brown,partial,brown,1.9775235406571583,4/13/2023,4/5/2023,28,C
748,?,brown,narrow,tapering,leaves,?,10,orange,abundant,foul,No,flaring,?,smooth,brown,white,universal,white,0.7000520645933229,2/5/2023,2/1/2023,23,C
749,sunken,yellow,?,enlarging,woods,edible,2,black,scattered,almond,No,evanescent,fibrous,fibrous,gray,pink,partial,white,0.856591094,1/7/2023,1/5/2023,15,C
?,?,red,narrow,tapering,leaves,?,3,orange,scattered,anise,No,pendant,fibrous,smooth,gray,pink,partial,yellow,1.4909868074864734,2/6/2023,2/5/2023,18,C
751,sunken,?,broad,tapering,leaves,poisonous,2,white,several,almond,Yes,none,fibrous,fibrous,orange,gray,universal,brown,3.5353030283304157,2/2/2023,2/2/2023,10,C
752,conical,yellow,narrow,enlarging,urban,edible,6,?,solitary,foul,No,evanescent,scaly,fibrous,pink,gray,partial,white,4.165210811615154,4/5/2022,4/4/2022,23,C
753,flat,red,broad,tapering,woods,poisonous,2,yellow,solitary,anise,No,flaring,fibrous,smooth,pink,orange,universal,brown,2.931773155925387,1/7/2023,1/2/2023,15,C
754,conical,brown,narrow,enlarging,leaves,edible,7,yellow,abundant,foul,No,flaring,smooth,fibrous,orange,brown,partial,yellow,4.401714735261258,2/12/2023,2/4/2023,16,C
755,sunken,white,?,?,?,edible,?,black,scattered,almond,Yes,flaring,scaly,smooth,?,white,partial,brown,2.5712220550348515,2/10/2020,2/1/2020,17,C
756,conical,brown,?,tapering,grasses,poisonous,?,?,scattered,creosote,No,pendant,silky,silky,pink,brown,partial,yellow,4.067012226590064,5/8/2023,5/1/2023,29,C
757,flat,yellow,broad,enlarging,grasses,edible,2,white,several,almond,Yes,flaring,scaly,fibrous,pink,pink,universal,orange,3.895860306113454,5/6/2023,5/2/2023,18,C
?,bell,?,narrow,enlarging,paths,poisonous,10,orange,?,almond,?,flaring,scaly,scaly,orange,brown,partial,orange,1.2541415612640736,1/7/2023,1/3/2023,10,C
759,sunken,white,broad,tapering,urban,edible,6,?,abundant,creosote,Yes,evanescent,smooth,scaly,orange,?,partial,orange,3.8560646825808234,3/7/2023,3/3/2023,15,C
760,bell,yellow,?,tapering,woods,edible,6,yellow,several,musty,No,pendant,?,silky,orange,gray,universal,brown,4.630838756080475,5/7/2023,5/5/2023,5,C
761,sunken,gray,broad,enlarging,paths,edible,7,?,?,anise,No,pendant,fibrous,smooth,orange,brown,universal,brown,1.4359332278637091,1/9/2023,1/5/2023,15,C
762,bell,gray,narrow,enlarging,paths,edible,5,orange,solitary,anise,No,flaring,silky,smooth,gray,orange,partial,white,2.446658486507114,3/9/2023,3/4/2023,14,C
763,convex,white,narrow,enlarging,?,edible,1,yellow,numerous,anise,?,pendant,fibrous,scaly,pink,gray,universal,yellow,2.217358770618545,2/8/2023,2/3/2023,26,C
764,convex,gray,broad,tapering,grasses,?,10,white,abundant,foul,Yes,flaring,scaly,silky,white,pink,universal,brown,2.464154570629689,3/6/2023,3/2/2023,29,C
765,bell,gray,narrow,enlarging,woods,edible,2,black,scattered,foul,No,none,smooth,fibrous,pink,pink,universal,white,1.8184095365590753,3/7/2023,3/3/2023,24,C
766,convex,red,narrow,tapering,grasses,poisonous,10,orange,solitary,?,Yes,pendant,silky,?,white,orange,universal,white,4.044416148150807,5/5/2023,5/4/2023,10,C
767,conical,yellow,narrow,tapering,paths,poisonous,7,?,solitary,creosote,Yes,pendant,silky,silky,pink,gray,partial,yellow,4.682603440635992,3/6/2023,3/5/2023,7,C
768,sunken,gray,narrow,enlarging,woods,edible,10,yellow,solitary,creosote,Yes,evanescent,silky,smooth,white,gray,partial,white,3.8703743790267837,4/9/2023,4/3/2023,5,C
769,?,gray,narrow,enlarging,grasses,?,4,orange,numerous,foul,No,evanescent,silky,scaly,?,pink,partial,orange,2.9531302731588136,1/6/2023,1/3/2023,6,C
770,conical,red,broad,tapering,woods,poisonous,10,orange,numerous,musty,No,flaring,fibrous,scaly,orange,white,universal,brown,1.112828112569757,5/11/2023,5/5/2023,0,C
771,bell,red,narrow,tapering,woods,poisonous,6,?,?,anise,No,pendant,fibrous,silky,white,pink,partial,yellow,4.751334834375258,5/11/2023,5/3/2023,22,C
?,flat,white,narrow,enlarging,woods,edible,8,yellow,abundant,almond,Yes,evanescent,fibrous,scaly,white,orange,?,orange,3.6609054616489276,4/4/2023,4/4/2023,25,C
773,conical,yellow,narrow,?,urban,poisonous,9,?,several,foul,Yes,none,silky,silky,gray,?,partial,white,?,1/9/2023,1/4/2023,3,C
774,sunken,brown,broad,?,paths,poisonous,8,yellow,abundant,?,?,none,silky,fibrous,orange,white,universal,yellow,1.3376867146819242,1/4/2023,1/3/2023,14,C
775,?,red,broad,tapering,leaves,poisonous,6,yellow,scattered,musty,No,pendant,?,fibrous,?,pink,?,brown,1.1481131455401277,4/8/2023,4/1/2023,11,C
776,sunken,brown,broad,enlarging,leaves,edible,3,?,abundant,creosote,?,flaring,fibrous,fibrous,white,gray,universal,?,2.5824579173662845,5/11/2023,5/2/2023,13,C
777,convex,?,narrow,tapering,urban,edible,1,white,abundant,foul,No,none,silky,smooth,white,white,universal,?,2.20423571,3/4/2023,3/2/2023,4,C
778,flat,brown,narrow,tapering,leaves,poisonous,8,orange,numerous,foul,Yes,pendant,scaly,silky,?,orange,partial,brown,?,1/13/2023,1/5/2023,5,C
?,sunken,red,broad,?,?,poisonous,1,white,abundant,anise,Yes,pendant,silky,smooth,brown,orange,partial,yellow,1.5944041808913985,1/6/2023,1/2/2023,25,C
780,flat,brown,narrow,tapering,leaves,edible,3,yellow,solitary,musty,?,none,smooth,smooth,orange,white,?,orange,?,5/11/2022,5/2/2022,16,C
781,flat,brown,narrow,tapering,paths,poisonous,1,white,numerous,almond,No,none,fibrous,scaly,gray,orange,universal,white,4.972736147101656,4/5/2023,4/2/2023,12,C
782,bell,white,broad,tapering,urban,poisonous,?,yellow,numerous,musty,No,none,smooth,silky,pink,orange,universal,brown,2.6740270481985893,4/12/2023,4/3/2023,19,C
783,sunken,brown,broad,?,woods,edible,3,yellow,abundant,anise,Yes,pendant,silky,fibrous,white,white,universal,orange,3.024671588236355,4/3/2023,4/3/2023,10,C
784,bell,white,broad,?,paths,poisonous,7,white,scattered,musty,Yes,?,scaly,fibrous,gray,pink,universal,orange,4.240228263354817,4/9/2023,4/2/2023,2,C
785,?,gray,?,enlarging,leaves,poisonous,3,orange,several,almond,No,evanescent,scaly,smooth,pink,pink,universal,orange,?,5/9/2023,5/4/2023,27,C
?,conical,gray,narrow,enlarging,urban,poisonous,1,white,numerous,foul,Yes,flaring,silky,fibrous,pink,gray,?,white,0.8599710226405108,3/5/2023,3/4/2023,7,C
787,convex,red,narrow,tapering,paths,edible,2,black,several,creosote,Yes,flaring,smooth,smooth,gray,gray,universal,white,3.8452083694386423,1/3/2023,1/2/2023,28,C
?,conical,yellow,?,tapering,paths,poisonous,?,yellow,solitary,creosote,?,flaring,scaly,silky,pink,white,partial,white,2.330149537466356,4/11/2023,4/4/2023,11,C
789,conical,brown,broad,enlarging,paths,edible,8,brown,numerous,almond,?,none,silky,smooth,pink,brown,partial,orange,3.496271367492138,5/9/2023,5/5/2023,27,C
?,flat,brown,narrow,enlarging,leaves,edible,2,yellow,numerous,anise,No,flaring,smooth,?,gray,orange,partial,white,1.5240019500811068,1/5/2023,1/5/2023,20,C
791,conical,white,broad,enlarging,grasses,poisonous,3,yellow,several,creosote,Yes,flaring,scaly,fibrous,white,gray,partial,white,1.4983890481056201,3/11/2023,3/5/2023,22,C
792,flat,yellow,broad,tapering,grasses,edible,2,white,solitary,musty,Yes,none,fibrous,smooth,gray,gray,universal,white,3.3697704810636413,2/3/2023,2/3/2023,24,C
793,bell,yellow,narrow,tapering,paths,poisonous,3,black,several,musty,No,none,silky,silky,white,white,partial,orange,2.061314297167183,5/6/2022,5/4/2022,4,C
794,convex,gray,narrow,enlarging,leaves,edible,?,orange,?,musty,Yes,flaring,silky,smooth,orange,gray,universal,?,4.415387123039105,2/8/2023,2/1/2023,26,C
795,bell,white,narrow,tapering,woods,?,2,orange,?,creosote,Yes,pendant,silky,fibrous,orange,orange,?,brown,3.905355698643853,3/3/2021,3/3/2021,0,C
796,flat,brown,?,enlarging,grasses,edible,?,brown,numerous,almond,No,evanescent,smooth,silky,pink,brown,partial,brown,4.801809484993957,5/2/2023,5/1/2023,26,C
797,sunken,white,broad,tapering,?,edible,10,white,?,musty,Yes,none,fibrous,fibrous,white,gray,universal,yellow,3.6690479677712404,4/6/2023,4/4/2023,1,C
798,bell,gray,broad,tapering,leaves,?,4,orange,scattered,anise,Yes,none,smooth,silky,white,brown,universal,brown,2.6615239574926375,2/8/2023,2/5/2023,14,C
799,sunken,brown,narrow,enlarging,leaves,?,7,yellow,scattered,musty,No,flaring,scaly,smooth,pink,white,partial,brown,2.0395540744675955,2/2/2023,2/2/2023,22,C
800,bell,?,broad,enlarging,woods,edible,10,white,several,anise,Yes,pendant,?,silky,pink,pink,partial,white,2.4137727341106467,2/10/2023,2/1/2023,19,C
801,?,brown,broad,tapering,?,edible,7,brown,?,?,No,pendant,silky,scaly,gray,gray,partial,white,1.3679501957683202,2/7/2023,2/1/2023,9,C
802,sunken,brown,broad,tapering,woods,poisonous,8,orange,abundant,foul,No,none,smooth,fibrous,gray,orange,partial,brown,3.426683351999475,2/3/2023,2/3/2023,26,C
?,sunken,white,?,?,urban,poisonous,9,yellow,abundant,anise,No,evanescent,?,silky,orange,orange,partial,yellow,4.364502769850119,2/9/2022,2/2/2022,26,C
804,sunken,yellow,narrow,enlarging,woods,edible,10,yellow,numerous,foul,No,evanescent,silky,silky,brown,brown,partial,?,4.331162611219916,1/10/2023,1/2/2023,0,C
805,?,white,narrow,enlarging,woods,edible,8,yellow,numerous,anise,No,flaring,silky,scaly,brown,orange,partial,?,2.5381225366046722,3/5/2020,3/1/2020,22,C
806,sunken,gray,broad,tapering,urban,?,7,black,?,musty,Yes,none,scaly,fibrous,gray,brown,?,brown,3.3994250201602783,2/7/2023,2/2/2023,12,C
807,flat,yellow,narrow,enlarging,woods,poisonous,1,orange,solitary,almond,?,evanescent,scaly,silky,brown,orange,universal,brown,3.9519655195212215,3/2/2020,3/2/2020,2,C
808,sunken,brown,broad,enlarging,woods,poisonous,10,white,several,anise,No,none,silky,smooth,gray,gray,universal,brown,0.7517060126818931,5/4/2023,5/4/2023,10,C
809,conical,brown,narrow,enlarging,grasses,edible,9,yellow,solitary,musty,No,evanescent,scaly,smooth,orange,orange,universal,?,1.9876624603446194,4/13/2023,4/5/2023,14,C
810,convex,gray,narrow,tapering,woods,poisonous,8,yellow,abundant,almond,Yes,pendant,smooth,smooth,pink,pink,partial,white,2.0284559867406813,4/9/2022,4/3/2022,19,C
